66,3
70,1
90,1
104,2
109,2
112,3
118,2
122,2
128,1
130,2
132,1
137,1
145,2
156,1
157,3
159,1
162,5
164,1
176,2
181,1
189,1
197,7
200,1
203,1
208,1
209,1
211,2
218,1
