parent-FQN,method-signature,return-type,visibility,tags
org.apache.pdfbox.debugger.hexviewer.HexModelChangedEvent,getStartIndex(),int,,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceGray,toRGB(float[]),float[],public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=true}"
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceRGB,toRGB(float[]),float[],public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=true}"
org.apache.pdfbox.preflight.process.MetadataValidationProcess,hasJpegMagicNumber(byte[]),boolean,private,"{loops=false, multiple_statements=true, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=true, switches=false, returns=true, parameters=true}"
org.apache.pdfbox.preflight.PreflightContext,getIccProfileWrapper(),ICCProfileWrapper,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.printing.PDFPageable,getRenderingHints(),RenderingHints,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.printing.PDFPrintable,getRenderingHints(),RenderingHints,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.rendering.PDFRenderer,getRenderingHints(),RenderingHints,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.rendering.PageDrawerParameters,getRenderingHints(),RenderingHints,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.cff.DataInput,getPosition(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.io.RandomAccessBufferedFileInputStream,getPosition(),long,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.cos.COSDocument,getTrailer(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdfparser.XrefTrailerResolver,getTrailer(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=true, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.text.PDFTextStripper,getDropThreshold(),float,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.OS2WindowsMetricsTable,getSuperscriptXOffset(),short,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.afm.FontMetrics,getNotice(),String,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.type1.Type1Font,getNotice(),String,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.io.MemoryUsageSetting,getMaxMainMemoryBytes(),long,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.debugger.ui.DebugLog,isTraceEnabled(),boolean,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.NamingTable,getFontSubFamily(),String,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.multipdf.PDFMergerUtility,isIgnoreAcroFormErrors(),boolean,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.TTFTable,getCheckSum(),long,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.text.PDFTextStripper,getParagraphEnd(),String,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.filter.DecodeOptions,getSubsamplingOffsetY(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.filter.DecodeOptions,getSubsamplingOffsetX(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.font.PDSimpleFont,getGlyphList(),GlyphList,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.xmpbox.type.AbstractSimpleProperty,getRawValue(),Object,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.TTFTable,getLength(),long,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.preflight.action.AbstractActionManager,getActionDictionnary(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.debugger.flagbitspane.PanoseFlag,getXHeightValue(int),String,private,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=true}"
org.apache.fontbox.cff.CFFExpertCharset,getInstance(),CFFExpertCharset,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=true, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.cff.CFFExpertEncoding,getInstance(),CFFExpertEncoding,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=true, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.cff.CFFExpertSubsetCharset,getInstance(),CFFExpertSubsetCharset,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=true, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.cff.CFFISOAdobeCharset,getInstance(),CFFISOAdobeCharset,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=true, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.cff.CFFStandardEncoding,getInstance(),CFFStandardEncoding,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=true, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.TTFTable,getInitialized(),boolean,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.cff.CFFCIDFont,getRegistry(),String,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.cmap.CMap,getRegistry(),String,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.encryption.SaslPrep,tagging(int),boolean,private,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=true, ifs=false, switches=false, returns=true, parameters=true}"
org.apache.pdfbox.pdmodel.font.CIDSystemInfo,getRegistry(),String,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.debugger.flagbitspane.PanoseFlag,getSerifStyleValue(int),String,private,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=true}"
org.apache.pdfbox.filter.CCITTFaxEncoderStream,"getNextRefChanges(int,boolean)",int[],private,"{loops=true, multiple_statements=true, conditionals=true, local_variables=true, returns_primitives=false, static=false, ifs=true, switches=false, returns=true, parameters=true}"
org.apache.fontbox.ttf.GlyfCompositeComp,getScale10(),double,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.MaximumProfileTable,getMaxCompositePoints(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.xmpbox.type.TypeMapping$1,type(),Types,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.common.function.type4.ExecutionContext,getOperators(),Operators,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.GlyfCompositeComp,getYScale(),double,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.afm.Ligature,getLigature(),String,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.HeaderTable,getLowestRecPPEM(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceN,getAttributes(),PDDeviceNAttributes,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.interactive.annotation.layout.PlainText$Word,getAttributes(),AttributedString,,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.interactive.form.PlainText$Word,getAttributes(),AttributedString,,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.xmpbox.type.AbstractSimpleProperty,getPrefix(),String,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.xmpbox.type.AbstractStructuredType,getPrefix(),String,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.xmpbox.type.ArrayProperty,getPrefix(),String,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.GlyfCompositeComp,getScale01(),double,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.cos.COSInteger,doubleValue(),double,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.graphics.color.PDCalGray,getDefaultDecode(int),float[],public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=true}"
org.apache.pdfbox.pdmodel.graphics.color.PDCalRGB,getDefaultDecode(int),float[],public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=true}"
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceCMYK,getDefaultDecode(int),float[],public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=true}"
org.apache.pdfbox.text.PDFTextStripper,getPageStart(),String,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.tools.ImageToPDF,isLandscape(),boolean,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.tools.TextToPDF,isLandscape(),boolean,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.text.PDFTextStripper,getCurrentPageNo(),int,protected,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.debugger.flagbitspane.Flag,getColumnNames(),String[],,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.debugger.flagbitspane.PanoseFlag,getColumnNames(),String[],,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.cff.Type1CharString,getType1Sequence(),List<Object>,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.graphics.shading.ShadingContext,getShading(),PDShading,,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.graphics.shading.ShadingPaint,getShading(),T,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.encryption.SaslPrep,mappedToNothing(char),boolean,private,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=true, ifs=false, switches=false, returns=true, parameters=true}"
org.apache.pdfbox.cos.COSInteger,longValue(),long,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.debugger.hexviewer.SelectEvent,getNavigation(),String,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.type1.Type1Font,isForceBold(),boolean,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.debugger.ui.ReaderBottomPanel,getStatusLabel(),JLabel,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.cff.CFFCharset,isCIDFont(),boolean,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.graphics.state.PDGraphicsState,getLineCap(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.debugger.ui.PageEntry,getDict(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.encryption.SecurityHandler,getKeyLength(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.rendering.ImageType$1,toBufferedImageType(),int,,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.rendering.ImageType$2,toBufferedImageType(),int,,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.rendering.ImageType$3,toBufferedImageType(),int,,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.rendering.ImageType$4,toBufferedImageType(),int,,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.graphics.color.PDColor,getPatternName(),COSName,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.HorizontalHeaderTable,getMinLeftSideBearing(),short,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.font.PDPanoseClassification,getArmStyle(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.util.Matrix,getTranslateX(),float,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.afm.CompositePart,getYDisplacement(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.graphics.shading.ShadingContext,getShadingColorSpace(),PDColorSpace,,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.util.Matrix,getTranslateY(),float,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.afm.TrackKern,getMinKern(),float,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.type1.Type1Font,getBlueShift(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.rendering.PDFRenderer,getAnnotationsFilter(),AnnotationFilter,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.filter.ASCII85OutputStream,getTerminator(),char,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.preflight.ValidationResult$ValidationError,isWarning(),boolean,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.examples.signature.cert.CertificateVerificationResult,isValid(),boolean,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.preflight.ValidationResult,isValid(),boolean,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.graphics.color.PDPattern,getUnderlyingColorSpace(),PDColorSpace,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.afm.FontMetrics,getCapHeight(),float,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.OS2WindowsMetricsTable,getCapHeight(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.HeaderTable,getModified(),Calendar,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.KerningSubtable,isHorizontalKerning(boolean),boolean,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=true, switches=false, returns=true, parameters=true}"
org.apache.pdfbox.debugger.flagbitspane.PanoseFlag,getContrastValue(int),String,private,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=true}"
org.apache.fontbox.ttf.VerticalHeaderTable,getYMaxExtent(),short,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.CmapSubtable,getPlatformEncodingId(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.NameRecord,getPlatformEncodingId(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.VerticalHeaderTable,getAdvanceHeightMax(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.graphics.image.LosslessFactory$PredictorEncoder,"pngFilterAverage(int,int,int)",byte,private,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=true, ifs=false, switches=false, returns=true, parameters=true}"
org.apache.pdfbox.pdmodel.encryption.SecurityHandler,getCurrentAccessPermission(),AccessPermission,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.encryption.AccessPermission,getPermissionBytes(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.cmap.CodespaceRange,getStart(),byte[],public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.CmapTable,getCmaps(),CmapSubtable[],public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.MaximumProfileTable,getMaxStorage(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.interactive.form.PDDefaultAppearanceString,getFontColor(),PDColor,,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.type1.Token,getKind(),Kind,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.common.PDNameTreeNode,isRootNode(),boolean,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.debugger.hexviewer.HexModel,isAsciiPrintable(char),boolean,private,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=true, ifs=false, switches=false, returns=true, parameters=true}"
org.apache.pdfbox.pdmodel.interactive.form.PDPushButton,getDefaultValue(),String,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.MaximumProfileTable,getMaxTwilightPoints(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.pfb.PfbParser,getLengths(),int[],public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.MaximumProfileTable,getMaxComponentElements(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.tools.PDFText2HTML$FontState,closeTag(java.lang.String),String,private,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=true}"
org.apache.fontbox.afm.CharMetric,getCharacterCode(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.HorizontalHeaderTable,getMetricDataFormat(),short,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.VerticalHeaderTable,getMetricDataFormat(),short,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateStructure,getProcSet(),COSArray,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.font.FontMapperImpl,getFontCache(),FontCache,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.text.PDFTextStripper,getSortByPosition(),boolean,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.PostScriptTable,getMaxMemType42(),long,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.afm.FontMetrics,getItalicAngle(),float,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.PostScriptTable,getItalicAngle(),float,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.type1.Type1Font,getItalicAngle(),float,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
