visibility,parent-FQN,method-name,param-list,return-type,tags
public,com.turn.ttorrent.common.Peer,getPeerId,[],java.nio.ByteBuffer,"{parameters=false, returns=true, switches=false, ifs=false, static=false, returns_primitives=false, local_variables=false, conditionals=false, multiple_statements=false, loops=false}"
public,com.turn.ttorrent.TempFiles,getCurrentTempDir,[],java.io.File,"{parameters=false, returns=true, switches=false, ifs=false, static=false, returns_primitives=false, local_variables=false, conditionals=false, multiple_statements=false, loops=false}"
public,com.turn.ttorrent.common.protocol.http.HTTPAnnounceResponseMessage,getInterval,[],int,"{parameters=false, returns=true, switches=false, ifs=false, static=false, returns_primitives=true, local_variables=false, conditionals=false, multiple_statements=false, loops=false}"
public,com.turn.ttorrent.common.protocol.udp.UDPAnnounceResponseMessage,getInterval,[],int,"{parameters=false, returns=true, switches=false, ifs=false, static=false, returns_primitives=true, local_variables=false, conditionals=false, multiple_statements=false, loops=false}"
public,com.turn.ttorrent.client.CommunicationManager,getExecutor,[],java.util.concurrent.ExecutorService,"{parameters=false, returns=true, switches=false, ifs=false, static=false, returns_primitives=false, local_variables=false, conditionals=false, multiple_statements=false, loops=false}"
public,com.turn.ttorrent.network.WriteTask,getSocketChannel,[],java.nio.channels.ByteChannel,"{parameters=false, returns=true, switches=false, ifs=false, static=false, returns_primitives=false, local_variables=false, conditionals=false, multiple_statements=false, loops=false}"
public,com.turn.ttorrent.common.protocol.PeerMessage$PieceMessage,getBlock,[],java.nio.ByteBuffer,"{parameters=false, returns=true, switches=false, ifs=false, static=false, returns_primitives=false, local_variables=false, conditionals=false, multiple_statements=false, loops=false}"
public,com.turn.ttorrent.tracker.TrackedTorrent,getAnnounceInterval,[],int,"{parameters=false, returns=true, switches=false, ifs=false, static=false, returns_primitives=true, local_variables=false, conditionals=false, multiple_statements=false, loops=false}"
public,com.turn.ttorrent.tracker.TrackerRequestProcessor,getAnnounceInterval,[],int,"{parameters=false, returns=true, switches=false, ifs=false, static=false, returns_primitives=true, local_variables=false, conditionals=false, multiple_statements=false, loops=false}"
public,com.turn.ttorrent.client.peer.SharingPeer,getPoorlyAvailablePieces,[],java.util.BitSet,"{parameters=false, returns=true, switches=false, ifs=false, static=false, returns_primitives=false, local_variables=false, conditionals=false, multiple_statements=false, loops=false}"
public,com.turn.ttorrent.common.protocol.udp.UDPAnnounceRequestMessage,getTransactionId,[],int,"{parameters=false, returns=true, switches=false, ifs=false, static=false, returns_primitives=true, local_variables=false, conditionals=false, multiple_statements=false, loops=false}"
public,com.turn.ttorrent.common.protocol.udp.UDPAnnounceResponseMessage,getTransactionId,[],int,"{parameters=false, returns=true, switches=false, ifs=false, static=false, returns_primitives=true, local_variables=false, conditionals=false, multiple_statements=false, loops=false}"
public,com.turn.ttorrent.common.protocol.udp.UDPConnectRequestMessage,getTransactionId,[],int,"{parameters=false, returns=true, switches=false, ifs=false, static=false, returns_primitives=true, local_variables=false, conditionals=false, multiple_statements=false, loops=false}"
public,com.turn.ttorrent.common.protocol.udp.UDPConnectResponseMessage,getTransactionId,[],int,"{parameters=false, returns=true, switches=false, ifs=false, static=false, returns_primitives=true, local_variables=false, conditionals=false, multiple_statements=false, loops=false}"
public,com.turn.ttorrent.common.protocol.udp.UDPTrackerErrorMessage,getTransactionId,[],int,"{parameters=false, returns=true, switches=false, ifs=false, static=false, returns_primitives=true, local_variables=false, conditionals=false, multiple_statements=false, loops=false}"
public,com.turn.ttorrent.bcodec.BEValue,getValue,[],java.lang.Object,"{parameters=false, returns=true, switches=false, ifs=false, static=false, returns_primitives=false, local_variables=false, conditionals=false, multiple_statements=false, loops=false}"
public,com.turn.ttorrent.client.peer.SharingPeer,isChoking,[],boolean,"{parameters=false, returns=true, switches=false, ifs=false, static=false, returns_primitives=true, local_variables=false, conditionals=false, multiple_statements=false, loops=false}"
public,com.turn.ttorrent.common.protocol.PeerMessage$RequestMessage,getLength,[],int,"{parameters=false, returns=true, switches=false, ifs=false, static=false, returns_primitives=true, local_variables=false, conditionals=false, multiple_statements=false, loops=false}"
public,com.turn.ttorrent.common.protocol.PeerMessage$CancelMessage,getLength,[],int,"{parameters=false, returns=true, switches=false, ifs=false, static=false, returns_primitives=true, local_variables=false, conditionals=false, multiple_statements=false, loops=false}"
public,com.turn.ttorrent.client.AnnounceableInformationImpl,getLeft,[],long,"{parameters=false, returns=true, switches=false, ifs=false, static=false, returns_primitives=true, local_variables=false, conditionals=false, multiple_statements=false, loops=false}"
public,com.turn.ttorrent.common.protocol.http.HTTPAnnounceRequestMessage,getLeft,[],long,"{parameters=false, returns=true, switches=false, ifs=false, static=false, returns_primitives=true, local_variables=false, conditionals=false, multiple_statements=false, loops=false}"
public,com.turn.ttorrent.common.protocol.udp.UDPAnnounceRequestMessage,getLeft,[],long,"{parameters=false, returns=true, switches=false, ifs=false, static=false, returns_primitives=true, local_variables=false, conditionals=false, multiple_statements=false, loops=false}"
public,com.turn.ttorrent.tracker.TrackedPeer,getLeft,[],long,"{parameters=false, returns=true, switches=false, ifs=false, static=false, returns_primitives=true, local_variables=false, conditionals=false, multiple_statements=false, loops=false}"
public,com.turn.ttorrent.client.peer.SharingPeer,getULRate,[],com.turn.ttorrent.client.peer.Rate,"{parameters=false, returns=true, switches=false, ifs=false, static=false, returns_primitives=false, local_variables=false, conditionals=false, multiple_statements=false, loops=false}"
public,com.turn.ttorrent.client.Piece,getSize,[],int,"{parameters=false, returns=true, switches=false, ifs=false, static=false, returns_primitives=true, local_variables=false, conditionals=false, multiple_statements=false, loops=false}"
