,schemaTuple,visitedTest,timesVisitedTest,visitedProd,timesVisitedProd,id
660,checkoutsubtotalprice,True,25,True,1,ae3b2f4d-21fe-53aa-9ce0-b29d621d849a
661,checkouttoken,True,42,True,1,ae3b2f4d-21fe-53aa-9ce0-b29d621d849a
662,checkouttotalprice,True,25,True,1,ae3b2f4d-21fe-53aa-9ce0-b29d621d849a
663,giftcardcode,True,3,False,0,
664,giftcarduser,True,4,False,0,
665,giftcardcreated,False,0,False,0,
666,giftcardstartdate,False,0,False,0,
667,giftcardenddate,False,0,False,0,
668,giftcardlastusedon,False,0,False,0,
669,giftcardisactive,False,0,False,0,
670,giftcardinitialbalance,False,0,False,0,
671,giftcardcurrentbalance,True,4,False,0,
672,giftcardid,True,8,False,0,
673,giftcarddisplaycode,True,10,False,0,
674,checkoutlineid,True,26,True,1,ae3b2f4d-21fe-53aa-9ce0-b29d621d849a
675,checkoutlinevariant,True,25,True,1,ae3b2f4d-21fe-53aa-9ce0-b29d621d849a
676,checkoutlinequantity,True,32,True,1,ae3b2f4d-21fe-53aa-9ce0-b29d621d849a
677,checkoutlinetotalprice,True,26,True,1,ae3b2f4d-21fe-53aa-9ce0-b29d621d849a
678,checkoutlinerequiresshipping,False,0,False,0,
679,giftcardcountableconnectionpageinfo,False,0,False,0,
680,giftcardcountableconnectionedges,True,2,False,0,
681,giftcardcountableconnectiontotalcount,True,1,False,0,
682,giftcardcountableedgenode,True,2,False,0,
683,giftcardcountableedgecursor,False,0,False,0,
684,ordercountableconnectionpageinfo,True,64,True,10,021b168f-c1e0-5dae-96fa-8f48c76d685b
685,ordercountableconnectionedges,True,143,True,24,021b168f-c1e0-5dae-96fa-8f48c76d685b
686,ordercountableconnectiontotalcount,True,110,True,8,e56b5d25-c288-56c1-b957-e3ad1a162c87
687,ordercountableedgenode,True,143,True,24,021b168f-c1e0-5dae-96fa-8f48c76d685b
688,ordercountableedgecursor,False,0,False,0,
689,orderid,True,145,True,41,021b168f-c1e0-5dae-96fa-8f48c76d685b
690,ordercreated,True,27,True,24,021b168f-c1e0-5dae-96fa-8f48c76d685b
691,orderstatus,True,16,True,15,021b168f-c1e0-5dae-96fa-8f48c76d685b
692,orderuser,True,2,False,0,
693,orderlanguagecode,False,0,False,0,
694,ordertrackingclientid,False,0,False,0,
695,orderbillingaddress,True,18,True,8,021b168f-c1e0-5dae-96fa-8f48c76d685b
696,ordershippingaddress,True,14,True,4,7cb4bf3d-e621-5c8b-bf51-51d512a56a7d
697,ordershippingmethod,False,0,False,0,
698,ordershippingmethodname,False,0,False,0,
699,ordershippingprice,True,6,True,4,7cb4bf3d-e621-5c8b-bf51-51d512a56a7d
700,ordertoken,True,5,True,6,7cb4bf3d-e621-5c8b-bf51-51d512a56a7d
701,ordervoucher,False,0,False,0,
702,ordergiftcards,True,1,False,0,
703,orderdiscount,False,0,False,0,
704,orderdiscountname,False,0,False,0,
705,ordertranslateddiscountname,False,0,False,0,
706,orderdisplaygrossprices,False,0,False,0,
707,ordercustomernote,False,0,False,0,
708,orderweight,False,0,False,0,
709,orderprivatemetadata,True,12,False,0,
710,ordermetadata,True,12,False,0,
711,orderfulfillments,True,12,False,0,
712,orderlines,True,10,True,16,7cb4bf3d-e621-5c8b-bf51-51d512a56a7d
713,orderactions,False,0,False,0,
714,orderavailableshippingmethods,True,2,False,0,
715,orderinvoices,True,2,True,4,7cb4bf3d-e621-5c8b-bf51-51d512a56a7d
716,ordernumber,True,89,True,31,021b168f-c1e0-5dae-96fa-8f48c76d685b
717,orderispaid,True,1,False,0,
718,orderpaymentstatus,True,15,True,19,021b168f-c1e0-5dae-96fa-8f48c76d685b
719,orderpaymentstatusdisplay,True,6,True,4,7cb4bf3d-e621-5c8b-bf51-51d512a56a7d
720,orderpayments,True,1,False,0,
721,ordertotal,True,70,True,21,021b168f-c1e0-5dae-96fa-8f48c76d685b
722,ordersubtotal,True,6,True,4,7cb4bf3d-e621-5c8b-bf51-51d512a56a7d
723,orderstatusdisplay,True,6,True,6,7cb4bf3d-e621-5c8b-bf51-51d512a56a7d
724,ordercanfinalize,True,4,False,0,
725,ordertotalauthorized,False,0,False,0,
726,ordertotalcaptured,False,0,False,0,
727,orderevents,True,4,False,0,
728,ordertotalbalance,False,0,False,0,
729,orderuseremail,True,24,True,12,021b168f-c1e0-5dae-96fa-8f48c76d685b
730,orderisshippingrequired,False,0,False,0,
731,fulfillmentid,True,1,False,0,
732,fulfillmentfulfillmentorder,True,2,False,0,
733,fulfillmentstatus,True,3,False,0,
734,fulfillmenttrackingnumber,True,1,False,0,
735,fulfillmentcreated,False,0,False,0,
736,fulfillmentprivatemetadata,True,4,False,0,
737,fulfillmentmetadata,True,4,False,0,
738,fulfillmentlines,True,1,False,0,
739,fulfillmentstatusdisplay,False,0,False,0,
740,fulfillmentwarehouse,True,1,False,0,
741,fulfillmentlineid,False,0,False,0,
742,fulfillmentlinequantity,True,2,False,0,
743,fulfillmentlineorderline,True,2,False,0,
744,orderlineid,True,16,True,12,38c4706b-23db-5922-9852-b0856018ec3b
745,orderlineproductname,True,6,True,14,7cb4bf3d-e621-5c8b-bf51-51d512a56a7d
746,orderlinevariantname,True,1,False,0,
747,orderlineproductsku,False,0,False,0,
748,orderlineisshippingrequired,False,0,True,10,38c4706b-23db-5922-9852-b0856018ec3b
749,orderlinequantity,True,6,True,14,7cb4bf3d-e621-5c8b-bf51-51d512a56a7d
750,orderlinequantityfulfilled,False,0,True,10,38c4706b-23db-5922-9852-b0856018ec3b
751,orderlinetaxrate,False,0,False,0,
752,orderlinedigitalcontenturl,False,0,False,0,
753,orderlinethumbnail,True,1,True,14,38c4706b-23db-5922-9852-b0856018ec3b
754,orderlineunitprice,True,6,True,4,7cb4bf3d-e621-5c8b-bf51-51d512a56a7d
755,orderlinetotalprice,True,5,True,4,7cb4bf3d-e621-5c8b-bf51-51d512a56a7d
756,orderlinevariant,True,8,True,16,7cb4bf3d-e621-5c8b-bf51-51d512a56a7d
757,orderlinetranslatedproductname,False,0,False,0,
758,orderlinetranslatedvariantname,False,0,False,0,
759,orderlineallocations,True,2,True,10,38c4706b-23db-5922-9852-b0856018ec3b
760,allocationid,True,2,False,0,
761,allocationquantity,True,2,True,10,38c4706b-23db-5922-9852-b0856018ec3b
762,allocationwarehouse,True,2,True,10,38c4706b-23db-5922-9852-b0856018ec3b
763,invoiceid,True,1,True,4,7cb4bf3d-e621-5c8b-bf51-51d512a56a7d
764,invoicemetadata,False,0,False,0,
765,invoicestatus,True,1,True,4,7cb4bf3d-e621-5c8b-bf51-51d512a56a7d
766,invoicenumber,True,2,True,4,7cb4bf3d-e621-5c8b-bf51-51d512a56a7d
767,invoiceexternalurl,True,2,False,0,
768,invoiceprivatemetadata,False,0,False,0,
769,invoicecreatedat,False,0,True,4,7cb4bf3d-e621-5c8b-bf51-51d512a56a7d
770,invoiceupdatedat,False,0,False,0,
771,invoicemessage,False,0,False,0,
772,invoiceurl,False,0,True,4,7cb4bf3d-e621-5c8b-bf51-51d512a56a7d
773,jobstatus,False,0,False,0,
774,jobcreatedat,False,0,False,0,
775,jobupdatedat,False,0,False,0,
776,jobmessage,False,0,False,0,
777,paymentid,True,7,False,0,
778,paymentgateway,True,4,False,0,
779,paymentisactive,False,0,False,0,
780,paymentcreated,False,0,False,0,
781,paymentmodified,False,0,False,0,
782,paymenttoken,True,3,False,0,
783,paymentcheckout,False,0,False,0,
784,paymentorder,False,0,False,0,
785,paymentcustomeripaddress,False,0,False,0,
786,paymentchargestatus,True,1,False,0,
787,paymentactions,True,1,False,0,
788,paymenttotal,True,4,False,0,
789,paymentcapturedamount,True,1,False,0,
790,paymenttransactions,True,1,False,0,
791,paymentavailablecaptureamount,False,0,False,0,
792,paymentavailablerefundamount,False,0,False,0,
793,paymentcreditcard,True,3,False,0,
794,transactionid,False,0,False,0,
795,transactioncreated,False,0,False,0,
796,transactionpayment,False,0,False,0,
797,transactiontoken,False,0,False,0,
798,transactionkind,False,0,False,0,
799,transactionissuccess,False,0,False,0,
800,transactionerror,False,0,False,0,
801,transactionamount,True,1,False,0,
802,creditcardbrand,True,3,False,0,
803,creditcardfirstdigits,True,4,False,0,
804,creditcardlastdigits,True,4,False,0,
805,creditcardexpmonth,True,3,False,0,
806,creditcardexpyear,True,3,False,0,
807,ordereventid,True,3,True,1,26f38406-14ac-5aa1-bd63-cc80a43d0e85
808,ordereventdate,True,4,True,1,26f38406-14ac-5aa1-bd63-cc80a43d0e85
809,ordereventtype,True,5,True,1,26f38406-14ac-5aa1-bd63-cc80a43d0e85
810,ordereventuser,True,4,True,1,26f38406-14ac-5aa1-bd63-cc80a43d0e85
811,ordereventmessage,True,4,True,1,26f38406-14ac-5aa1-bd63-cc80a43d0e85
812,ordereventemail,True,4,True,1,26f38406-14ac-5aa1-bd63-cc80a43d0e85
813,ordereventemailtype,True,4,True,1,26f38406-14ac-5aa1-bd63-cc80a43d0e85
814,ordereventamount,True,4,True,1,26f38406-14ac-5aa1-bd63-cc80a43d0e85
815,ordereventpaymentid,True,2,False,0,
816,ordereventpaymentgateway,True,2,False,0,
817,ordereventquantity,True,4,True,1,26f38406-14ac-5aa1-bd63-cc80a43d0e85
818,ordereventcomposedid,True,3,True,1,26f38406-14ac-5aa1-bd63-cc80a43d0e85
819,ordereventordernumber,True,3,True,1,26f38406-14ac-5aa1-bd63-cc80a43d0e85
820,ordereventinvoicenumber,True,1,False,0,
821,ordereventoversolditems,True,1,True,1,26f38406-14ac-5aa1-bd63-cc80a43d0e85
822,ordereventlines,True,2,False,0,
823,ordereventfulfilleditems,True,1,False,0,
824,ordereventwarehouse,True,1,False,0,
825,ordereventorderlineobjectquantity,True,2,False,0,
826,ordereventorderlineobjectorderline,True,1,False,0,
827,ordereventorderlineobjectitemname,False,0,False,0,
828,userpermissioncode,True,11,True,9,a6ed9b4a-ef69-5b41-ad93-25d8b4e35ec5
829,userpermissionname,True,7,False,0,
830,userpermissionsourcepermissiongroups,True,4,True,9,a6ed9b4a-ef69-5b41-ad93-25d8b4e35ec5
831,groupid,True,9,True,30,a6ed9b4a-ef69-5b41-ad93-25d8b4e35ec5
832,groupname,True,28,True,12,a6ed9b4a-ef69-5b41-ad93-25d8b4e35ec5
833,grouppermissions,True,13,True,9,a6ed9b4a-ef69-5b41-ad93-25d8b4e35ec5
834,groupusers,True,8,True,20,a6ed9b4a-ef69-5b41-ad93-25d8b4e35ec5
835,groupusercanmanage,True,9,True,12,a6ed9b4a-ef69-5b41-ad93-25d8b4e35ec5
836,customereventid,True,11,False,0,
837,customereventdate,False,0,False,0,
838,customereventtype,True,11,False,0,
839,customereventuser,True,11,False,0,
840,customereventmessage,True,11,False,0,
841,customereventcount,True,11,False,0,
842,customereventorder,True,11,False,0,
843,customereventorderline,True,12,False,0,
844,paymentsourcegateway,True,1,False,0,
845,paymentsourcecreditcardinfo,True,2,False,0,
846,digitalcontentcountableconnectionpageinfo,False,0,False,0,
847,digitalcontentcountableconnectionedges,True,1,False,0,
848,digitalcontentcountableconnectiontotalcount,False,0,False,0,
849,digitalcontentcountableedgenode,True,1,False,0,
850,digitalcontentcountableedgecursor,False,0,False,0,
851,productvariantcountableconnectionpageinfo,False,0,False,0,
852,productvariantcountableconnectionedges,True,24,True,9,fde2fd5f-b03b-53c5-8d01-0ef066c70882
853,productvariantcountableconnectiontotalcount,True,1,False,0,
854,productvariantcountableedgenode,True,24,True,9,fde2fd5f-b03b-53c5-8d01-0ef066c70882
855,productvariantcountableedgecursor,False,0,False,0,
856,paymentcountableconnectionpageinfo,False,0,False,0,
857,paymentcountableconnectionedges,True,2,False,0,
858,paymentcountableconnectiontotalcount,False,0,False,0,
859,paymentcountableedgenode,True,2,False,0,
860,paymentcountableedgecursor,False,0,False,0,
861,pagecountableconnectionpageinfo,False,0,True,9,cd2250b5-f0c6-5ee0-9496-49c4dfe02e45
862,pagecountableconnectionedges,True,16,True,9,cd2250b5-f0c6-5ee0-9496-49c4dfe02e45
863,pagecountableconnectiontotalcount,True,5,False,0,
864,pagecountableedgenode,True,16,True,9,cd2250b5-f0c6-5ee0-9496-49c4dfe02e45
865,pagecountableedgecursor,False,0,False,0,
866,ordereventcountableconnectionpageinfo,False,0,False,0,
867,ordereventcountableconnectionedges,True,2,True,1,26f38406-14ac-5aa1-bd63-cc80a43d0e85
868,ordereventcountableconnectiontotalcount,False,0,False,0,
869,ordereventcountableedgenode,True,2,True,1,26f38406-14ac-5aa1-bd63-cc80a43d0e85
870,ordereventcountableedgecursor,False,0,False,0,
871,menucountableconnectionpageinfo,True,4,True,2,6bd882d1-c94c-5d1b-9c4a-4e8f02a79b47
872,menucountableconnectionedges,True,12,True,2,6bd882d1-c94c-5d1b-9c4a-4e8f02a79b47
873,menucountableconnectiontotalcount,True,4,False,0,
874,menucountableedgenode,True,12,True,2,6bd882d1-c94c-5d1b-9c4a-4e8f02a79b47
875,menucountableedgecursor,False,0,False,0,
876,menuitemcountableconnectionpageinfo,True,4,False,0,
877,menuitemcountableconnectionedges,True,8,False,0,
878,menuitemcountableconnectiontotalcount,True,2,False,0,
879,menuitemcountableedgenode,True,8,False,0,
880,menuitemcountableedgecursor,False,0,False,0,
881,pluginid,True,8,True,11,318fabe5-01ec-5c56-bba9-429ea0b11e42
882,pluginname,True,7,True,11,318fabe5-01ec-5c56-bba9-429ea0b11e42
883,plugindescription,True,3,True,11,318fabe5-01ec-5c56-bba9-429ea0b11e42
884,pluginactive,True,3,True,11,318fabe5-01ec-5c56-bba9-429ea0b11e42
885,pluginconfiguration,True,3,True,5,318fabe5-01ec-5c56-bba9-429ea0b11e42
886,configurationitemname,True,3,True,5,318fabe5-01ec-5c56-bba9-429ea0b11e42
887,configurationitemvalue,True,3,True,5,318fabe5-01ec-5c56-bba9-429ea0b11e42
888,configurationitemtype,True,3,True,5,318fabe5-01ec-5c56-bba9-429ea0b11e42
889,configurationitemhelptext,True,3,True,5,318fabe5-01ec-5c56-bba9-429ea0b11e42
890,configurationitemlabel,True,3,True,5,318fabe5-01ec-5c56-bba9-429ea0b11e42
891,plugincountableconnectionpageinfo,False,0,True,6,71ef9598-fc8c-54a0-8777-9c87409deeb7
892,plugincountableconnectionedges,True,10,True,6,71ef9598-fc8c-54a0-8777-9c87409deeb7
893,plugincountableconnectiontotalcount,True,5,False,0,
894,plugincountableedgenode,True,10,True,6,71ef9598-fc8c-54a0-8777-9c87409deeb7
895,plugincountableedgecursor,False,0,False,0,
896,salecountableconnectionpageinfo,True,12,True,4,9e47fdf0-8381-54c5-ad61-17dcef1a425d
897,salecountableconnectionedges,True,35,True,4,9e47fdf0-8381-54c5-ad61-17dcef1a425d
898,salecountableconnectiontotalcount,False,0,False,0,
899,salecountableedgenode,True,35,True,4,9e47fdf0-8381-54c5-ad61-17dcef1a425d
900,salecountableedgecursor,False,0,False,0,
901,vouchercountableconnectionpageinfo,True,16,True,4,36592a3b-783b-53b9-a5fc-788df4c17841
902,vouchercountableconnectionedges,True,45,True,4,36592a3b-783b-53b9-a5fc-788df4c17841
903,vouchercountableconnectiontotalcount,False,0,False,0,
904,vouchercountableedgenode,True,45,True,4,36592a3b-783b-53b9-a5fc-788df4c17841
905,vouchercountableedgecursor,False,0,False,0,
906,exportfileid,True,16,True,1,f8c6cf23-86b1-528c-a104-347ee9d60d72
907,exportfileuser,True,16,False,0,
908,exportfileapp,True,16,False,0,
909,exportfilestatus,True,16,True,1,f8c6cf23-86b1-528c-a104-347ee9d60d72
910,exportfilecreatedat,True,16,False,0,
911,exportfileupdatedat,True,16,False,0,
912,exportfilemessage,False,0,False,0,
913,exportfileurl,True,16,False,0,
914,exportfileevents,True,4,False,0,
915,exporteventid,False,0,False,0,
916,exporteventdate,True,4,False,0,
917,exporteventtype,True,4,False,0,
918,exporteventuser,True,4,False,0,
919,exporteventapp,True,4,False,0,
920,exporteventmessage,True,4,False,0,
921,exportfilecountableconnectionpageinfo,False,0,False,0,
922,exportfilecountableconnectionedges,True,12,False,0,
923,exportfilecountableconnectiontotalcount,False,0,False,0,
924,exportfilecountableedgenode,True,12,False,0,
925,exportfilecountableedgecursor,False,0,False,0,
926,checkoutcountableconnectionpageinfo,False,0,False,0,
927,checkoutcountableconnectionedges,True,1,False,0,
928,checkoutcountableconnectiontotalcount,False,0,False,0,
929,checkoutcountableedgenode,True,1,False,0,
930,checkoutcountableedgecursor,False,0,False,0,
931,checkoutlinecountableconnectionpageinfo,False,0,False,0,
932,checkoutlinecountableconnectionedges,True,1,False,0,
933,checkoutlinecountableconnectiontotalcount,False,0,False,0,
934,checkoutlinecountableedgenode,True,1,False,0,
935,checkoutlinecountableedgecursor,False,0,False,0,
936,appinstallationappname,True,1,True,1,903717b2-9f4f-507d-a042-550a6f28c226
937,appinstallationmanifesturl,True,1,True,1,903717b2-9f4f-507d-a042-550a6f28c226
938,appinstallationid,True,2,True,1,903717b2-9f4f-507d-a042-550a6f28c226
939,appinstallationstatus,True,1,True,1,903717b2-9f4f-507d-a042-550a6f28c226
940,appinstallationcreatedat,False,0,False,0,
941,appinstallationupdatedat,False,0,False,0,
942,appinstallationmessage,True,1,True,1,903717b2-9f4f-507d-a042-550a6f28c226
943,appcountableconnectionpageinfo,True,6,True,2,9ee172d0-207c-546e-a8de-772d127eee76
944,appcountableconnectionedges,True,15,True,2,9ee172d0-207c-546e-a8de-772d127eee76
945,appcountableconnectiontotalcount,False,0,True,2,9ee172d0-207c-546e-a8de-772d127eee76
946,appcountableedgenode,True,15,True,2,9ee172d0-207c-546e-a8de-772d127eee76
947,appcountableedgecursor,False,0,False,0,
948,addressvalidationdatacountrycode,True,2,False,0,
949,addressvalidationdatacountryname,True,2,False,0,
950,addressvalidationdataaddressformat,True,1,False,0,
951,addressvalidationdataaddresslatinformat,True,1,False,0,
952,addressvalidationdataallowedfields,True,1,False,0,
953,addressvalidationdatarequiredfields,True,1,False,0,
954,addressvalidationdataupperfields,False,0,False,0,
955,addressvalidationdatacountryareatype,True,1,False,0,
956,addressvalidationdatacountryareachoices,True,1,False,0,
957,addressvalidationdatacitytype,True,1,False,0,
958,addressvalidationdatacitychoices,True,1,False,0,
959,addressvalidationdatacityareatype,True,1,False,0,
960,addressvalidationdatacityareachoices,True,1,False,0,
961,addressvalidationdatapostalcodetype,False,0,False,0,
962,addressvalidationdatapostalcodematchers,True,1,False,0,
963,addressvalidationdatapostalcodeexamples,False,0,False,0,
964,addressvalidationdatapostalcodeprefix,False,0,False,0,
965,choicevalueraw,True,3,False,0,
966,choicevalueverbose,True,3,False,0,
967,usercountableconnectionpageinfo,True,33,True,30,e56b5d25-c288-56c1-b957-e3ad1a162c87
968,usercountableconnectionedges,True,86,True,30,e56b5d25-c288-56c1-b957-e3ad1a162c87
969,usercountableconnectiontotalcount,True,37,False,0,
970,usercountableedgenode,True,86,True,30,e56b5d25-c288-56c1-b957-e3ad1a162c87
971,usercountableedgecursor,True,1,True,2,ce3b0ea1-76e5-57fe-a7eb-ad52289c7598
972,groupcountableconnectionpageinfo,True,5,True,3,2fdb73f4-d771-5e1c-b202-64d981b4f963
973,groupcountableconnectionedges,True,10,True,3,2fdb73f4-d771-5e1c-b202-64d981b4f963
974,groupcountableconnectiontotalcount,False,0,False,0,
975,groupcountableedgenode,True,10,True,3,2fdb73f4-d771-5e1c-b202-64d981b4f963
976,groupcountableedgecursor,False,0,False,0,
977,serviceaccountcountableconnectionpageinfo,False,0,False,0,
978,serviceaccountcountableconnectionedges,False,0,False,0,
979,serviceaccountcountableconnectiontotalcount,False,0,False,0,
980,serviceaccountcountableedgenode,False,0,False,0,
981,serviceaccountcountableedgecursor,False,0,False,0,
982,mutationwebhookcreate,False,0,False,0,
983,mutationwebhookdelete,False,0,False,0,
984,mutationwebhookupdate,False,0,False,0,
985,mutationcreatewarehouse,False,0,False,0,
986,mutationupdatewarehouse,False,0,False,0,
987,mutationdeletewarehouse,False,0,False,0,
988,mutationassignwarehouseshippingzone,False,0,False,0,
989,mutationunassignwarehouseshippingzone,False,0,False,0,
990,mutationauthorizationkeyadd,False,0,False,0,
991,mutationauthorizationkeydelete,False,0,False,0,
992,mutationstaffnotificationrecipientcreate,False,0,False,0,
993,mutationstaffnotificationrecipientupdate,False,0,False,0,
994,mutationstaffnotificationrecipientdelete,False,0,False,0,
995,mutationhomepagecollectionupdate,False,0,False,0,
996,mutationshopdomainupdate,False,0,False,0,
997,mutationshopsettingsupdate,False,0,False,0,
998,mutationshopfetchtaxrates,False,0,False,0,
999,mutationshopsettingstranslate,False,0,False,0,
1000,mutationshopaddressupdate,False,0,False,0,
1001,mutationshippingpricecreate,False,0,False,0,
1002,mutationshippingpricedelete,False,0,False,0,
1003,mutationshippingpricebulkdelete,False,0,False,0,
1004,mutationshippingpriceupdate,False,0,False,0,
1005,mutationshippingpricetranslate,False,0,False,0,
1006,mutationshippingzonecreate,False,0,False,0,
1007,mutationshippingzonedelete,False,0,False,0,
1008,mutationshippingzonebulkdelete,False,0,False,0,
1009,mutationshippingzoneupdate,False,0,False,0,
1010,mutationattributecreate,False,0,False,0,
1011,mutationattributedelete,False,0,False,0,
1012,mutationattributebulkdelete,False,0,False,0,
1013,mutationattributeassign,False,0,False,0,
1014,mutationattributeunassign,False,0,False,0,
1015,mutationattributeupdate,False,0,False,0,
1016,mutationattributetranslate,False,0,False,0,
1017,mutationattributevaluecreate,False,0,False,0,
1018,mutationattributevaluedelete,False,0,False,0,
1019,mutationattributevaluebulkdelete,False,0,False,0,
1020,mutationattributevalueupdate,False,0,False,0,
1021,mutationattributevaluetranslate,False,0,False,0,
1022,mutationattributereordervalues,False,0,False,0,
1023,mutationcategorycreate,False,0,False,0,
1024,mutationcategorydelete,False,0,False,0,
1025,mutationcategorybulkdelete,False,0,False,0,
1026,mutationcategoryupdate,False,0,False,0,
1027,mutationcategorytranslate,False,0,False,0,
1028,mutationcollectionaddproducts,False,0,False,0,
1029,mutationcollectioncreate,False,0,False,0,
1030,mutationcollectiondelete,False,0,False,0,
1031,mutationcollectionreorderproducts,False,0,False,0,
1032,mutationcollectionbulkdelete,False,0,False,0,
1033,mutationcollectionbulkpublish,False,0,False,0,
1034,mutationcollectionremoveproducts,False,0,False,0,
1035,mutationcollectionupdate,False,0,False,0,
1036,mutationcollectiontranslate,False,0,False,0,
1037,mutationproductcreate,False,0,False,0,
1038,mutationproductdelete,False,0,False,0,
1039,mutationproductbulkdelete,False,0,False,0,
1040,mutationproductbulkpublish,False,0,False,0,
1041,mutationproductupdate,False,0,False,0,
1042,mutationproducttranslate,False,0,False,0,
1043,mutationproductsetavailabilityforpurchase,False,0,False,0,
1044,mutationproductimagecreate,False,0,False,0,
1045,mutationproductvariantreorder,False,0,False,0,
1046,mutationproductimagedelete,False,0,False,0,
1047,mutationproductimagebulkdelete,False,0,False,0,
1048,mutationproductimagereorder,False,0,False,0,
1049,mutationproductimageupdate,False,0,False,0,
1050,mutationproducttypecreate,False,0,False,0,
1051,mutationproducttypedelete,False,0,False,0,
1052,mutationproducttypebulkdelete,False,0,False,0,
1053,mutationproducttypeupdate,False,0,False,0,
1054,mutationproducttypereorderattributes,False,0,False,0,
1055,mutationdigitalcontentcreate,False,0,False,0,
1056,mutationdigitalcontentdelete,False,0,False,0,
1057,mutationdigitalcontentupdate,False,0,False,0,
1058,mutationdigitalcontenturlcreate,False,0,False,0,
1059,mutationproductvariantcreate,False,0,False,0,
1060,mutationproductvariantdelete,False,0,False,0,
1061,mutationproductvariantbulkcreate,False,0,False,0,
1062,mutationproductvariantbulkdelete,False,0,False,0,
1063,mutationproductvariantstockscreate,False,0,False,0,
1064,mutationproductvariantstocksdelete,False,0,False,0,
1065,mutationproductvariantstocksupdate,False,0,False,0,
1066,mutationproductvariantupdate,False,0,False,0,
1067,mutationproductvariantsetdefault,False,0,False,0,
1068,mutationproductvarianttranslate,False,0,False,0,
1069,mutationvariantimageassign,False,0,False,0,
1070,mutationvariantimageunassign,False,0,False,0,
1071,mutationpaymentcapture,False,0,False,0,
1072,mutationpaymentrefund,False,0,False,0,
1073,mutationpaymentvoid,False,0,False,0,
1074,mutationpagecreate,False,0,False,0,
1075,mutationpagedelete,False,0,False,0,
1076,mutationpagebulkdelete,False,0,False,0,
1077,mutationpagebulkpublish,False,0,False,0,
1078,mutationpageupdate,False,0,False,0,
1079,mutationpagetranslate,False,0,False,0,
1080,mutationdraftordercomplete,False,0,False,0,
1081,mutationdraftordercreate,False,0,False,0,
1082,mutationdraftorderdelete,False,0,False,0,
1083,mutationdraftorderbulkdelete,False,0,False,0,
1084,mutationdraftorderlinesbulkdelete,False,0,False,0,
1085,mutationdraftorderlinescreate,False,0,False,0,
1086,mutationdraftorderlinedelete,False,0,False,0,
1087,mutationdraftorderlineupdate,False,0,False,0,
1088,mutationdraftorderupdate,False,0,False,0,
1089,mutationorderaddnote,False,0,False,0,
1090,mutationordercancel,False,0,False,0,
1091,mutationordercapture,False,0,False,0,
1092,mutationorderfulfill,False,0,False,0,
1093,mutationorderfulfillmentcancel,False,0,False,0,
1094,mutationorderfulfillmentupdatetracking,False,0,False,0,
1095,mutationordermarkaspaid,False,0,False,0,
1096,mutationorderrefund,False,0,False,0,
1097,mutationorderupdate,False,0,False,0,
1098,mutationorderupdateshipping,False,0,False,0,
1099,mutationordervoid,False,0,False,0,
1100,mutationorderbulkcancel,False,0,False,0,
1101,mutationdeletemetadata,False,0,False,0,
1102,mutationdeleteprivatemetadata,False,0,False,0,
1103,mutationupdatemetadata,False,0,False,0,
1104,mutationupdateprivatemetadata,False,0,False,0,
1105,mutationassignnavigation,False,0,False,0,
1106,mutationmenucreate,False,0,False,0,
1107,mutationmenudelete,False,0,False,0,
1108,mutationmenubulkdelete,False,0,False,0,
1109,mutationmenuupdate,False,0,False,0,
1110,mutationmenuitemcreate,False,0,False,0,
1111,mutationmenuitemdelete,False,0,False,0,
1112,mutationmenuitembulkdelete,False,0,False,0,
1113,mutationmenuitemupdate,False,0,False,0,
1114,mutationmenuitemtranslate,False,0,False,0,
1115,mutationmenuitemmove,False,0,False,0,
1116,mutationinvoicerequest,False,0,False,0,
1117,mutationinvoicerequestdelete,False,0,False,0,
1118,mutationinvoicecreate,False,0,False,0,
1119,mutationinvoicedelete,False,0,False,0,
1120,mutationinvoiceupdate,False,0,False,0,
1121,mutationinvoicesendemail,False,0,False,0,
1122,mutationgiftcardactivate,False,0,False,0,
1123,mutationgiftcardcreate,False,0,False,0,
1124,mutationgiftcarddeactivate,False,0,False,0,
1125,mutationgiftcardupdate,False,0,False,0,
1126,mutationpluginupdate,False,0,False,0,
1127,mutationsalecreate,False,0,False,0,
1128,mutationsaledelete,False,0,False,0,
1129,mutationsalebulkdelete,False,0,False,0,
1130,mutationsaleupdate,False,0,False,0,
1131,mutationsalecataloguesadd,False,0,False,0,
1132,mutationsalecataloguesremove,False,0,False,0,
1133,mutationsaletranslate,False,0,False,0,
1134,mutationvouchercreate,False,0,False,0,
1135,mutationvoucherdelete,False,0,False,0,
1136,mutationvoucherbulkdelete,False,0,False,0,
1137,mutationvoucherupdate,False,0,False,0,
1138,mutationvouchercataloguesadd,False,0,False,0,
1139,mutationvouchercataloguesremove,False,0,False,0,
1140,mutationvouchertranslate,False,0,False,0,
1141,mutationexportproducts,False,0,False,0,
1142,mutationcheckoutaddpromocode,False,0,False,0,
1143,mutationcheckoutbillingaddressupdate,False,0,False,0,
1144,mutationcheckoutcomplete,False,0,False,0,
1145,mutationcheckoutcreate,False,0,False,0,
1146,mutationcheckoutcustomerattach,False,0,False,0,
1147,mutationcheckoutcustomerdetach,False,0,False,0,
1148,mutationcheckoutemailupdate,False,0,False,0,
1149,mutationcheckoutlinedelete,False,0,False,0,
1150,mutationcheckoutlinesadd,False,0,False,0,
