GraphHopperApplication.initialize( Bootstrap < GraphHopperServerConfiguration > bootstrap );8;1;8
GraphHopperApplication.main( String [ ] args );3;1;3
GraphHopperApplication.run( GraphHopperServerConfiguration configuration , Environment environment );4;1;5
