44,1
55,1
58,1
64,1
66,1
76,3
77,1
80,3
95,3
97,1
100,2
102,2
104,2
105,1
111,2
118,3
119,2
122,1
123,1
124,1
131,3
138,8
140,1
141,1
142,1
144,1
150,1
151,1
155,1
156,3
158,1
162,1
170,2
172,2
173,1
175,1
